Car VMT,Truck VMT,Car MPG,E-grid Emissions Factor,Residential Electricity,Commercial/Industrial Electricity,Residential Fuel Oil,Residential Propane,Residential Natural Gas
-0.8834528747258267,-0.9684926654127702,0.9685712103120133,-0.03605460520435888,0.09839058226521125,0.3996917064353854,-0.4146641709552985,-0.24981790964579154,0.027630782955098798
0.18902595368745256,-0.872364495762908,0.02191098525167271,-0.8803965797680121,-0.1186822761613271,0.06295896100608206,-0.8453840858082677,-0.5862331877180523,0.21874042741158428
-0.5578993157406391,-0.5933957997278947,0.7458362868389872,0.21899682110478058,0.0099029301975605,0.11563748152150743,-0.41976675752456105,0.23162080419382214,0.43662999184944074
-0.8170052564518945,-0.16589851473904815,1.3852975426570138,-0.08901171432338617,-0.4431967509732434,0.04854719222493031,0.3910444310440948,-0.6717204333716913,0.2695715792961373
-0.7518555905806402,-0.48237708459114714,0.13766596359764238,0.24744952790079777,0.39785628480811286,-0.07125828747372409,-0.3371050397653004,-0.5557468549962074,-0.9755248389702093
-0.8517765717228997,-0.9412464974054836,0.8977067507844105,-0.2930023743255963,0.054586024751639095,-0.12595399357417328,0.23629889565953732,0.03503196134337472,-0.054349727628488886
-0.8840446198454351,-0.021013687483722676,1.0700311626336694,0.36821468882060704,0.2746860203001872,0.14565198289485243,-0.5517502604442686,-0.6070706644309215,-0.6619847854159722
-0.12469179986288992,0.04464383380159975,0.5852169630899013,-0.27408388107411175,-0.3587303950098063,0.2010278427515802,-0.22381550760838476,-0.8714821877009229,-0.6055612792965588
-0.6474224083687923,-0.18966807273830388,1.3186412545887467,-0.3482922075838033,-0.2217293593757767,0.016463665843969105,0.08171644517714882,-0.345217584731366,-0.47464964703104906
0.15891123357662718,-0.012857682446159924,0.9104749540620138,-0.55735340681097,-0.06960900478607757,0.37884943484545813,-0.41866928158453776,-0.10857419076685515,0.3490248432837344
-0.2172582774523255,-0.16872355844500941,1.395983076558664,-0.9769571531839145,0.15456984879108526,0.3330758802184816,-0.6237042718915831,-0.8420631474878975,0.16113229911468174
-0.31395542771974605,-0.18362902968288497,1.1778450439299284,-0.6572898804942189,-0.19489691763773476,-0.09939451256327762,-0.04715753352837382,-0.7576674042253215,-0.7769908362342768
-0.8683715669154584,-0.5095483122875852,1.334481633556525,0.18076964549528074,0.07736940433758488,0.40286945463017393,0.3796734840825593,-0.34747849214261395,0.12428622207052475
-0.13428633555471414,-0.942331851164773,1.0422559036738948,-0.2007376146953369,-0.38476498466015546,0.02441408889752017,-0.37051237111032564,-0.3241062421260792,0.4912259013771132
-0.43087958334547993,-0.7405773429026639,0.04738448955484162,-0.23808814668582667,-0.4951170592968537,0.11836524159171358,-0.557437159170955,-0.15345203047068023,0.20141136267627768
-0.24592273646452356,-0.530675027105589,0.5795276544844585,-0.2261174102840875,0.4236917270000078,0.17635593391684123,-0.21827360604915325,-0.5387406739682462,-0.7837857592078564
-0.9176168187281268,-0.931872037079571,0.14590026465039863,0.18027189913962927,0.4744561088539695,0.37714848715440835,0.18562605621137074,0.01131557588422405,0.16907896263665023
-0.008626484337224793,-0.26981302908893623,0.13504916398604402,0.45795781493242416,-0.44116594226346917,0.3359391103769999,-0.7910152971237876,-0.9313161611418934,-0.13778740177677062
-0.2844676256789075,-0.6638844895067412,0.3174667721295913,-0.18300563834257932,0.34711702102568665,-0.1633065776030445,0.10950242916607644,0.07895706509073941,0.37650636232427903
-0.7023418068555078,-0.30403071581086816,0.42090959346449264,-0.6788746911726373,0.3775955089380608,0.3731295432057998,0.19280114366539158,-0.7488837515899383,-0.30366229120291854
-0.21674689509890543,-0.4649072135967637,0.741822171245942,-0.26369738935777454,0.3717227987567888,0.2368236837115782,0.35669395134066884,-0.8303641700002092,-0.9381620184417023
-0.48355149526191077,-0.5907924175780641,1.0297138544137492,-0.6415184136898617,0.2668168887327875,0.48955927009783623,-0.7919768902462236,0.3320600925812718,-0.9558811843061257
-0.9970235721598858,-0.3917572388407481,0.2985333892742638,-0.7241457739639091,0.36614992588137973,0.44867992717482136,0.21484790955684385,-0.3542844484044999,-0.3709197733326681
0.019438680959166454,-0.2591346199005554,0.44317405051025693,-0.22925413936534644,0.35534188833907787,-0.18041398429561623,-0.5373706186789273,-0.4769073110694424,0.19553915239941255
-0.6067757269301869,-0.290094850456438,0.08836086561734902,-0.6822096367290738,-0.3208300948691781,0.2266157991168254,-0.3088994296319145,-0.5729433434885571,0.4938070330659676
-0.21075097701151746,-0.48784298313896635,0.7164667202936509,-0.21019509626675204,-0.32761058974037505,-0.1642398237717945,-0.8860628671478974,-0.6443449347868214,0.422810593617015
-0.49287196278659196,0.17242347669012625,1.0983798927597666,-0.4934177145173878,0.48069821632160237,0.08776235992022635,-0.2271744142922324,-0.5648195225632487,-0.8770348961112949
-0.01690369235087197,-0.2813927218984841,0.5946198391569335,-0.8850404660736009,0.08215874284307267,0.33974380711696145,-0.919063882312956,-0.4936977896538369,-0.23618012359476281
-0.03885446762584921,-0.6417097407475543,0.001014500645550363,0.2712880978579637,0.35681834312365757,0.3930326305344101,0.31474001617145664,-0.46578916504956347,-0.5071219259866289
-0.9259389597028548,-0.4440772401608709,1.0309284192100545,0.06606185442912693,0.1506834468277265,0.3792300695942363,-0.22287304200927882,0.4483826764904504,-0.3779531722024505
0.04411335255090032,-0.5143809569765123,0.6569919927101059,0.13166132842758316,-0.24676807145267993,0.05652244586802174,0.2893523013354573,-0.2682256789355534,-0.11078125074133527
-0.9685421357952186,-0.1519652170074416,0.3773727752385606,-0.11038551173066558,-0.2020249387575832,-0.11127998628562201,-0.5829124393638555,-0.9290573881179891,-0.05130604212076895
-0.7001828503538461,-0.5054922006283484,0.2844249812169317,0.3501422057200301,0.05080751581309828,0.2224430620800894,-0.8082765362427397,-0.5969353979715892,-0.768396935602088
0.02266375689436706,-0.5197335373048926,0.26435362750860064,0.2537331505468132,0.3892865447791586,0.3314024752374836,-0.41912713343052854,0.30322136417838164,-0.23161941990483892
-0.814166210739532,-0.7849167475925485,0.2674100305023749,0.220079034738357,0.35275221227259757,0.31503081774419833,0.2436151145089207,-0.6630051267715172,-0.10095495886747385
0.05452070053227054,-0.8262855356895672,1.1577471384981814,-0.5726945314711858,0.031805114207328455,0.4724258556386322,-0.005272136564245189,0.09540074581924918,-0.04668031521847449
-0.0584618272586529,0.11256168951913281,0.5641793412258079,0.21417009165859002,-0.14876329176292674,0.015649829107007213,0.12953976602565342,-0.9359803606889688,-0.5364542197193228
